   ,CODE,NAME,NAME,SHORT_NAME
138,2121,"Залізниці магістральні.<br><i>Цей клас включає:</i><br><ul><li>залізничні колії магістральні, стрілки, залізничні переїзди, станційні та сортувальні колії.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>залізничні вокзали (12.41);</li><li>залізничін мости (21.41);</li><li>залізничні тунелі (21.42).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
139,2122,"Залізниці місцеві.<br><i>Цей клас включає:</i><br><ul><li>залізничні колії метрополітенів (підземні, наземні, надземні);</li><li>залізниці підвісні та на естакадах, міські системи доріг для громадського рейкового транспорту, наприклад, трамвайні колії.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
140,2122.3,Залізниці підвісні та на естакадах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
141,2121.1,Залізничні колії магістральні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
142,2122.1,Залізничні колії метрополітенів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
143,2122.4,Залізничні колії промислових підприємств.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
144,2141.2,Залізничні мости та естакади надземні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
145,213,Злітно-посадкові смуги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
146,2130.1,Злітно-посадкові смуги для злету та посадки.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
147,2130.2,Злітно-посадкові смуги для маневрування та стоянки літаків та інших літальних апаратів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
148,2130,"Злітно-посадкові смуги.<br><i>Цей клас включає:</i><br><ul><li>злітно-посадкові смуги для злету, посадки або маневрування та стоянки літальних апаратів.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>будівлі аеродромів (12.41).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
150,1212.9,"Інші будівлі для тимчасового проживання, не класифіковані раніше.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
151,1212,"Інші будівлі для тимчасового проживання.<br><i>Цей клас включає:</i><br><ul><li>туристичні бази, гірські притулки, дитячі та сімейні табори відпочинку, будинки відпочинку та інші будівлі для тимчасового проживання, не класифіковані раніше.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>готелі та подібні заклади з надання житла (12.11);</li><li>парки для дозвілля та розваг (24.12).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
152,24,Інші інженерні споруди.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
153,242,"Інші інженерні споруди, не класифіковані раніше.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
154,2420,"Інші інженерні споруди, не класифіковані раніше.<br><i>Цей клас включає:</i><br><ul><li>військові інженерні споруди, наприклад, форти, блокгаузи, бункери, стрільбища, військові випробувальні центри тощо;</li><li>інженерні споруди, не класифіковані раніше, включаючи ділянки для запуску супутників.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>відвали гірничних розробок;</li><li>полігони складування побутових відходів.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>будівлі аеропортів (12.41);</li><li>казарми (12.74);</li><li>військові порти (21.51).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
155,2412,"Інші споруди спортивного та розважального призначення.<br><i>Цей клас включає:</i><br><ul><li>парки відпочинку і розваг та інші споруди під відкритим небом, включаючи установки для сходження (лижні тропи тощо), майданчики для гри в гольф, льотні поля, кінні центри, причальні пристрої для яхтсменів, споруди, що використовуються головним чином для мореплавного спорту та пляжів.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>громадські сади і парки, зоологічні та ботанічні сади.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>гірські притулки (12.12);</li><li>станції підвісних та канатних доріг (12.41);</li><li>будівлі, що використовуються для публічних виступів (12.61);</li><li>будівлі зоологічних та ботанічних садів (12.62);</li><li>зали спортивні (12.65).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
156,1230.4,"Їдальні, кафе, закусочні та т. ін.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
157,1274.1,Казарми збройних сил.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
158,1261.4,"Казино, ігорні будинки.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
159,2153.2,Канали магістральні зрошувальних систем.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
160,2151.3,Канали судноплавні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
161,1211.3,Кемпінги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
162,2223.2,Колектори каналізаційні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
163,23,Комплексні промислові споруди.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
164,230,"Комплексні промислові споруди.<br><i>Ця група включає:</i><br><ul><li>комплексні промислові споруди (електростанції, збагачувальні фабрики тощо), що не мають характерних ознак будинків.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
165,2211.3,Конденсатопроводи та продуктопроводи магістральні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
166,2420.4,Космодроми та дільниці для запуску супутників.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
167,1121.2,Котеджі та будинки двоквартирні підвищеної комфортності.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
168,1110.2,Котеджі та будинки одноквартирні підвищеної комфортності.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
169,1230.2,"Криті ринки, павільйони та зали для ярмарків.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
170,1264.1,"Лікарні багатопрофільні територіального обслуговування, навчальних закладів.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
171,1264.2,"Лікарні профільні, диспансери.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
172,2214.3,Лінії електричні розподільні середньої напруги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
173,2213.1,Лінії та вузли магістрального телефонного зв'язку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
174,2412.3,Льотні поля та поля для парашутного спорту.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
175,2212,"Магістральні водопроводи.<br><i>Цей клас включає:</i><br><ul><li>магістральні надземні, підземні або підводні трубопроводи для транспортування води.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>насосні, фільтраційні станції та станції по відведенню води.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>зрошувальні канали та акведуки (21.53);</li><li>місцеві трубопроводи для води (22.22).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
176,2214.1,Магістральні лінії електропередачі кабельні - КЛЕП високої напруги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
177,2214.2,Магістральні лінії електропередачі повітряні - ЛЕП високої напруги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
178,2214,"Магістральні лінії електропередачі.<br><i>Цей клас включає:</i><br><ul><li>магістральні електричні лінії (повітряні або підземні) високої напруги або електричні розподільні лінії середньої напруги.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>трансформаторні станції та підстанції, опори.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>системи освітлення доріг (21.11, 21.12);</li><li>місцеві електричні розподільні лінії та допоміжні пристрої (22.24).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
179,2211,"Магістральні нафтопроводи та газопроводи.<br><i>Цей клас включає:</i><br><ul><li>магістральні надземні, підземні або підводні трубопроводи для транспортування нафтопродуктів та газу.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>насосні станції.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>водопроводи (22.12, 22.22);</li><li>міські газові мережі (22.21);</li><li>споруди для завантаження та зберігання нафтопродуктів (23.03).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
180,2213,"Магістральні телекомунікаційні лінії.<br><i>Цей клас включає:</i><br><ul><li>магістральні надземні, підземні або підводні телекомунікаційні лінії, релейні системи радіо і телебачення та кабельні мережі, релейні вишки та споруди для радіокомунікацій.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>магістральні лінії електропередачі (22.14);</li><li>міські телекомунікаційні мережі (22.24).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
181,221,"Магістральні трубопроводи, комунікації та лінії електропередачі.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
182,2112.5,"Майдани, тротуари та пішохідні зони.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
183,2412.7,Майданчики для гри в гольф.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
184,1265.4,Манежі легкоатлетичні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
185,1264.3,"Материнські та дитячі реабілітаційні центри, пологові будинки.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
186,1273.3,"Меморіали, художньо-декоративні будівлі, статуї.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
187,2222.1,Місцеві водопровідні мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
188,2221,Місцеві газорозподільні системи.<br><i>Цей клас включає:</i><br><ul><li>місцеві надземні та підземні трубопроводи для транспортування газу.</li></ul>,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
189,2224,"Місцеві електро- та телекомунікаційні системи.<br><i>Цей клас включає:</i><br><ul><li>місцеві електромережі і телекомунікаційні лінії (повітряні або підземні) та допоміжні споруди (трансформаторні станції і підстанції, телеграфні стовпи та т. ін.).</li></ul><br><i>Цей клас включає також:</i><br><ul><li>місцеві телевізійні кабельні мережі та колективні антени.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
190,2224.1,Місцеві електросилові мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
191,2223,Місцеві каналізаційні системи.<br><i>Цей клас включає:</i><br><ul><li>водостічні мережі та каналізаційні колектори.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>установки для перероблення стічних вод.</li></ul>,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
192,2223.1,Місцеві каналізаційні та водостічні мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
193,2222.3,Місцеві мережі для транспортування пари та стисненого повітря.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
194,2224.5,Місцеві телевізійні кабельні мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
195,2224.4,Місцеві телекомунікаційні лінії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
196,2222.2,Місцеві теплові мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
197,2222,"Місцеві трубопровідні системи для води та інших продуктів.<br><i>Цей клас включає:</i><br><ul><li>місцеві трубопроводи для транспортування води, пари або стисненого повітря.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>водонапірні башти, колодязі, фонтани.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>зрошувальні установки (21.53);</li><li>водоочисні установки (22.23).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
198,2221.1,Місцеві трубопроводи для транспортування газу.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
199,222,Місцеві трубопроводи та комунікації.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
200,1241.5,"Морські та річкові вокзали, маяки та пов'язані з ними будівлі.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
201,214,"Мости, естакади, тунелі та метро.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
202,2141.3,Мости комбіновані.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
203,2141.5,"Мости пересувні, наплавні та пороми.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
204,2141.6,Мости пішохідні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
205,2141.4,Мости польових доріг.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
206,2141.9,Мости та естакади інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
207,2141,"Мости та естакади.<br><i>Цей клас включає:</i><br><ul><li>автодорожні та залізничні мости з металу, залізобетону або інших матеріалів, включаючи конструкції естакад.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>пересувні мости, віадуки, мости польових доріг, пішохідні мости;</li><li>пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
208,1211.2,Мотелі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
209,1262,"Музеї та бібліотеки.<br><i>Цей клас включає:</i><br><ul><li>музеї, художні галереї, бібліотеки та технічні центри.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>будівлі архівів;</li><li>будівлі зоологічних та ботанічних садів.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>пам'ятки історії (12.73).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
210,1262.1,Музеї та художні галереї.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
211,1261.5,"Музичні та танцювальні зали, дискотеки.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
212,1242.4,Навіси для велосипедів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
213,2211.4,Насосні станції на магістральних нафто- та газопроводах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
214,2211.1,Нафтопроводи магістральні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
215,1273,"Пам'ятки історичні та такі, що охороняються державою.<br><i>Цей клас включає:</i><br><ul><li>будівлі історичні та такі, що охороняються державою і не виокристовуються для інших цілей.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>старовинні руїни, що охороняються державою, археологогічні розкопки;</li><li>будівлі меморіального, художнього і декоративного призначення, статуї.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>музеї (12.62).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
216,1273.1,Пам'ятки історії та архітектури.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
217,1211.4,Пансіонати.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
218,2142.6,Переходи підземні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
219,2121.2,"Під'їзні, станційні та сортувальні колії.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
220,1262.4,Планетарії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
221,2112.2,"Позаміські, об'їзні та окружні дороги.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
222,2420.5,Полігони складування побутових відходів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
223,1264.4,"Поліклініки, пункти медичного обслуговування та консультації.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
224,2112.6,Польові дороги.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
225,2151.6,Порти військові.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
226,215,"Порти, канали, греблі та інші водні споруди.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
227,2151,"Порти та судноплавні канали.<br><i>Цей клас включає:</i><br><ul><li>морські та річкові портові споруди (причали, доки, пристані, моли тощо);</li><li>судноплавні канали;</li><li>споруди на ріках та каналах (шлюзи, мости-канали, тунелі-канали, обладнання берегів);</li></ul><br><i>Цей клас включає також:</i><br><ul><li>військові порти;</li><li>водні споруди суднобудівної промисловості (стапелі, камери, басейни та т. ін.).</li></ul><br><i>Цей клас не включає:</i><br><ul><li>будівлі маяків (12.41);</li><li>дамби та подібні споруди для утримання води (21.52);</li><li>берегові та прибережні нафтові термінали (23.03).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
228,2151.1,Портові споруди морські.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
229,2151.2,Портові споруди річкові.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
230,2151.9,Портові та судноплавні споруди інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
231,1272.2,Похоронні бюро та ритуальні зали.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
232,2121.3,"Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
233,2122.5,"Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
234,2130.3,"Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації злітно-посадкових та стоянкових смуг.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
235,2141.7,"Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації мостів та естакад.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
236,2142.7,"Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації тунелів та метро.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
237,2111.2,"Пристрої для освітлення, сигналізації, забезпечення безпеки та стоянок на автострадах.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
238,2112.8,"Пристрої для освітлення, сигналізації, забезпечення безпеки та стоянок на вулицях та дорогах.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
239,1252.1,"Резервуари для нафти, нафтопродуктів та газу.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
240,1252,"Резервуари, силоси та склади.<br><i>Цей клас включає:</i><br><ul><li>резервуари та ємності;</li><li>резервуари для нафти та газу;</li><li>силоси для зерна, цементу та інших сипких мас;</li><li>холодильники та спеціальні склади.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>складські майданчики.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>сільськогосподарські силоси та складські будівлі, що використовуються для сільського господарства (12.71);</li><li>водонапірні башти (22.22);</li><li>нафтотермінали (23.03).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
241,1252.2,Резервуари та ємності інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
242,2213.2,Релейні системи телебачення та магістральні кабельні мережі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
243,1211.5,Ресторани та бари.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
244,1264.6,"Санаторії, профілакторії та центри функціональної реабілітації.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
245,1252.3,Силоси для зерна.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
246,1252.4,Силоси для цементу та інших сипучих матеріалів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
247,1252.5,Склади спеціальні товарні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
248,1252.9,Склади та сховища інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
249,1252.8,Склади універсальні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
250,1252.7,Складські майданчики.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
251,2304.1,Споруди агломераційного та доменного виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
252,2304.6,Споруди вогнетривкого виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
253,2301.9,Споруди гірничопромислових та добувних підприємств інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
254,2301,"Споруди гірничопромислових та добувних підприємств.<br><i>Цей клас включає:</i><br><ul><li>установки та споруди для шахт, видобування вуглеводневих покладів, розробки гірських порід, добування, перероблення та збагачення рудної сировини, гравійних кар'єрів та т. ін. (наприклад, завантажувальні та розвантажувальні станції, копри шахт та т. ін.);</li><li>гіпсові, цементні, цегельні, черепичні заводи та т. ін.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>споруди підприємств лісозаготівельної промисловості.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>офісні будівлі (12.20);</li><li>виробничі будівлі заводів, майстерень з дахом (12.51).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
255,2411.3,Споруди для занять водним спортом.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
256,2412.2,Споруди для зимових та гірських видів спорту та відпочинку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
257,2211.9,Споруди для магістрального трубопровідного транспорту інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
258,2412.1,Споруди для мореплавних видів спорту та відпочинку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
259,2130.9,Споруди для обслуговування злітно-посадкових та стоянкових смуг інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
260,2121.9,Споруди для обслуговування магістральних залізниць інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
261,2221.2,Споруди допоміжні місцевих газорозподільних систем.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
262,2211.5,Споруди зв'язку на магістральних нафто- та газопроводах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
263,2212.3,Споруди зв'язку та обслуговування на магістральних водопроводах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
264,2153.5,Споруди зливових мереж.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
265,2412.6,Споруди зоологічних та ботанічних садів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
266,2153.9,Споруди зрошувального та осушувального господарства інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
267,2412.4,Споруди кінних центрів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
268,2303.4,Споруди коксохімічних заводів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
269,2214.9,Споруди магістральних систем електрозабезпечення інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
270,2224.9,Споруди місцевих електричних та телекомунікаційних мереж інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
271,2222.9,Споруди місцевих трубопровідних систем інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
272,2122.9,Споруди місцевого рейкового транспорту інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
273,2303.3,Споруди нафтохімічних та нафтопереробних підприємств.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
274,2153.4,Споруди осушувальних систем.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
275,2301.7,"Споруди підприємств виробництва будівельних матеріалів (гіпсові, цементні, цегельні, черепичні заводи та т. ін.).",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
276,2302.9,Споруди підприємств електро- та теплоенергетики інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
277,2302,"Споруди підприємств електроенергетики.<br><i>Цей клас включає:</i><br><ul><li>гідравлічні або теплові електростанції та установки для виробництва електроенергії, наприклад, електростанції, що працюють на вугіллі, атомні та вітрові електростанції.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>підприємства зі збагачення та перероблення ядерних матеріалів;</li><li>печі для спалювання відходів.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>дамби (21.52);</li><li>електролінії, включаючи трансорматорні станції та підстанції (22.14).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
278,2303.5,Споруди підприємств з виробництва продуктів основного органічного синтезу та синтетичного каучуку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
279,2301.6,Споруди підприємств з добування рідкісних і дорогоцінних металів та алмазів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
280,2301.5,Споруди підприємств з добування та збагачення рудної сировини для виробництва кольорових металів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
281,2301.4,Споруди підприємств з добування та збагачення рудної сировини для виробництва чорних металів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
282,2302.5,Споруди підприємств зі збагачення та перероблення ядерних матеріалів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
283,2302.6,Споруди підприємств зі спалювання відходів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
284,2304.7,Споруди підприємств кольорової металургії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
285,2303.2,Споруди підприємств лакофарбової промисловості та побутової хімії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
286,2301.8,Споруди підприємств лісозаготівельної промисловості.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
287,2304.9,Споруди підприємств металургійної промисловості інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
288,2304,"Споруди підприємств металургійної промисловості, не класифіковані раніше.<br><i>Цей клас включає:</i><br><ul><li>установки, що утворюють підприємства металургійної промисловості, такі як доменні печі, прокатні стани, ливарні цехи та т. ін.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
289,2301.1,Споруди підприємств нафтодобувної та газової промисловості.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
290,2303.1,"Споруди підприємств содової, хлорної промисловості та з виробництва пластичних мас.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
291,2301.3,Споруди підприємств торф'яної промисловості.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
292,2303.9,Споруди підприємств хімічної промисловості інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
293,2303,"Споруди підприємств хімічної промисловості.<br><i>Цей клас включає:</i><br><ul><li>установки, що утворюють хімічні, нафтохімічні або нафтопереробні підприємства.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>портові термінали для нафтопродуктів;</li><li>коксохімічні заводи.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
294,2420.6,Споруди по знешкодженню та захороненню шкідливих промислових відходів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
295,2304.3,Споруди прокатного виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
296,2153.3,Споруди систем водозабезпечення землеробства.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
297,241,Споруди спортивного та розважального призначення.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
298,2304.2,Споруди сталеплавильного виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
