   ,CODE,NAME,NAME,SHORT_NAME
299,2151.5,Споруди суднобудівної промисловості.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
300,2213.3,Споруди та системи радіозв'язку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
301,2213.9,Споруди телекомунікацій інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
302,2304.4,Споруди трубного та метизного виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
303,2304.5,Споруди феросплавного виробництва.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
304,2411,"Стадіони, спортивні поля та майданчики.<br><i>Цей клас вклюає:</i><br><ul><li>спортивні майданчики, обладнані для занять спортом на відкритому повітрі, такими як футбол, бейсбол, регбі, водний спорт тощо; треки та поля для автомобільного, велосипедного та кінного спорту.</li></ul><br><i>Цей клас не включає:</i><br><ul><li>зали спортивні (12.65);</li><li>ігрові майданчики, парки відпочинку та розваг, майданчики для гри в гольф, причальні пристрої для яхтсменів (24.12).</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
305,2411.1,Стадіони та майданчики для занять спортом на відкритому повітрі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
306,2212.2,Станції насосні та фільтраційні на магістральних водопроводах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
307,1230.3,Станції технічного обслуговування автомобілів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
308,1242.3,Стоянки автомобільні криті.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
309,1261.1,"Театри, кінотеатри та концертні зали.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
310,2303.6,Термінали для нафтопродуктів портові та прибережні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
311,1262.3,Технічні центри.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
312,1265.5,Тири.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
313,1230.1,"Торгові центри, універмаги, магазини.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
314,2122.2,Трамвайні колії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
315,21,Транспортні споруди.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
316,2214.4,Трансформаторні станції та підстанції магістральних ліній електропередачі.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
317,2224.3,Трансформаторні станції та підстанції місцевих електромереж.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
318,2411.2,"Треки та поля для автомобільного, велосипедного та кінного спорту.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
319,2224.2,Тролейбусні лінії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
320,22,"Трубопроводи, комунікації та лінії електропередачі.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
321,2142.1,Тунелі автодорожні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
322,2142.2,Тунелі залізничні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
323,2142.3,Тунелі комбіновані.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
324,2142.4,Тунелі метрополітенів.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
325,2142.5,Тунелі пішохідні.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
326,2142,"Тунелі та метро.<br><i>Цей клас включає:</i><br><ul><li>тунелі автомобільних доріг, залізниць та метрополітенів.</li></ul><br><i>Цей клас включає також:</i><br><ul><li>пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації.</li></ul>",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
327,2142.9,Тунелі та подібні споруди інші.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
328,1212.1,Туристичні бази та гірські притулки.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
329,2223.3,Установки для перероблення стічних вод.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
330,1265.3,Хокейні та льодові стадіони криті.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
331,1252.6,Холодильники.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
332,1272.3,Цвинтарі та крематорії.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
333,1212.3,Центри та будинки відпочинку.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
334,1272.1,"Церкви, собори, костьоли, мечеті, синагоги та т. ін.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
335,1261.3,Цирки.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
336,2301.2,Шахти та споруди підприємств з добування вугілля та сланцю.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
337,2151.4,Шлюзи та інші судноплавні споруди на річках і каналах.,Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
338,2112.9,"Шляхи, вулиці, дороги та дорожні споруди інші.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
339,1264.5,"Шпиталі виправних закладів, в'язниць та збройних сил.",Державний класифікатор будівель та споруд (ДК 018:2000),ДК 018:2000
